filename_1_,filename_2_,total_nloc,avg_nloc,avg_ccn,avg_token,function_cnt,ternary,LLC_0,LLC_10,LLC_20,LLC_30,LLC_40,rel_pub,rel_priv,rel_prot,sin_comm,sin_spell_err,multi_comm,doc_comm,sin_space,db_space,tab,total_var_count,avg_var_length,num_type1_var,num_type2_var,num_type3_var,num_var_misspell,total_num_tokens,gst_sim,euclid_dist,cosine_dist
jfiles/000.java,jfiles/001.java,39.09472522156157,24.98615546222325,5.0540898509446865,202.4987992637106,2.613705638880109,,8.38984227250087,9.920558458320164,1.931947064866383,3.9795751138556374,38.19333751022968,-10.0,,,2.083709268125845,,,,1058.350367991228,499.42594663201857,226.4354795926773,38.983616979247614,1.5571319376941335,33.07802666371869,4.3905620875658995,,13.697414907005953,23.76755198344948,8.840864440078585,1223.0323949016445,0.612886642076912
jfiles/000.java,jfiles/002.java,64.63690137521164,30.895861774341153,5.0540898509446865,267.4509239151048,-1.4142135623730951,,50.80279805233819,0.5945348918918356,6.325851350573471,13.227411277760218,11.166786655943785,-10.0,,,-1.0,,,,116.81261419415924,12.082229267915721,286.5575822894782,12.741903461978518,-0.16252438033889915,12.821946169652055,-1.4142135623730951,,2.0,365.26827815665456,22.042139384116695,567.9954934881415,0.9268434517817764
jfiles/000.java,jfiles/003.java,27.425289021496617,32.923449730859986,6.128197823098409,257.1811785107779,0.9013877113318902,,38.71641343813937,0.0837092681258449,-0.8903717578961645,10.137799119070532,1.931947064866383,20.528361206636433,10.66741853625169,10.66741853625169,-1.0,,,,1268.22292304466,676.1363688244019,337.6745539660637,5.615609736654226,0.6282335783009645,3.650095912725395,2.0,,0.9013877113318902,213.0480562110543,5.201560468140442,1526.7440484340261,0.43983761036890096
jfiles/000.java,jfiles/004.java,47.53409188134542,37.99594523289814,6.937621243569209,298.26261306247153,0.9013877113318902,,55.84111691664033,0.0837092681258449,3.227411277760219,12.196639619093466,0.9089575466416839,20.528361206636433,10.66741853625169,10.66741853625169,-1.0,,,,526.7724756763113,309.87306425020756,352.71173296930544,-0.48124008933569185,0.8246041751749942,-0.41772668361336596,-1.4142135623730951,,0.9013877113318902,299.16665232098916,0.0,840.3066855715616,0.49706207854273726
jfiles/000.java,jfiles/005.java,215.59058858594636,15.316871141339352,2.625568551661265,179.01465063901705,5.295251907761575,,105.99270360716926,21.36094267038474,40.28642793329569,24.362413840273614,54.029708086447876,-10.0,,,8.208240530771945,,,,3511.399347571713,1547.3305019101422,371.76090199311193,8.311120545886064,2.1728575215999726,4.667795489824796,16.557652964630797,,12.748708201393505,463.40832626799136,1.5089163237311385,3906.9928936801784,0.46220664045182414
jfiles/000.java,jfiles/006.java,215.59058858594636,15.316871141339352,2.625568551661265,179.01465063901705,5.295251907761575,,105.99270360716926,21.36094267038474,40.28642793329569,24.362413840273614,54.029708086447876,-10.0,,,8.208240530771945,,,,3513.398847571703,1547.3305019101422,371.76090199311193,8.311120545886064,2.1728575215999726,4.667795489824796,16.557652964630797,,12.748708201393505,463.40832626799136,1.5089163237311385,3908.7943756697427,0.4621535185449543
jfiles/000.java,jfiles/007.java,20.38984227250087,38.33430370243415,6.307767894600983,335.5928282285399,2.613705638880109,,14.563248465636871,0.9013877113318902,-0.8903717578961645,10.137799119070532,5.00426772644601,20.528361206636433,,22.474271355691744,-1.0,,,,520.7784162878414,277.97283540395256,371.76090199311193,18.86450578407085,1.1552627361748793,19.97957511385564,0.5945348918918356,,-1.4142135623730951,317.1933601399041,0.0,851.9896563312177,0.46906576271440054
jfiles/000.java,jfiles/008.java,44.516997447986114,0.9657593618476046,-0.777267285009756,9.54481050875673,0.5945348918918356,,40.73030255030004,0.9013877113318902,4.259159976074799,16.325851350573473,3.9795751138556374,-10.0,,,-1.0,,,,881.4720420823775,482.4587364548416,366.74772657195336,9.685813995327475,1.9245658934394987,11.801326882449318,0.9013877113318902,,-1.4142135623730951,308.1799170696476,9.495548961424333,1126.6029446593955,0.5189574162948265
jfiles/000.java,jfiles/009.java,39.09472522156157,90.37994120151816,6.775420496946579,490.03580118024877,0.5945348918918356,,4.409943451821957,2.613705638880109,8.781124175131799,5.00426772644601,16.473639475383838,-10.0,,,-1.0,,,,2243.7807240590864,1066.6946375383093,370.7582529849404,8.311120545886064,1.8130522878133661,0.5988026183378445,13.697414907005953,,0.9013877113318902,112.92580405529455,0.0,2575.376937811323,0.5173348430961365
jfiles/000.java,jfiles/010.java,39.48914049348315,4.930973245762189,-0.777267285009756,66.62156418319002,0.5945348918918356,,40.73030255030004,0.0837092681258449,3.227411277760219,15.29194979889779,2.955477562276577,-10.0,,,-1.0,,,,757.5670599072608,411.6086477674848,369.7556109754775,12.741903461978518,3.1684540569341477,16.908957546641684,0.9013877113318902,2.0,2.613705638880109,342.2316790042062,3.75,1014.7484567863189,0.511929014181973
